id,name,description
32003000,Lapp's Leggings,"Steel leggings of the amnesiac Lapp.  These plate-armor leggings, that cover the legs cleanly without even a slight gap, provide heavy defense.  Quite fit to conceal a hollowed body, and indeed, one's very identity."
63500000,Ringed Knight Hood,"The hood of the Ringed Knights.  These knights don Abyss-tainted black cloth, with layer upon layer hiding their eyes.  This was nothing less than an attempt to reveal that which the seal of fire has occluded, a subtle defiance of the gods' wishes."
63501000,Ringed Knight Armor,"Malformed black armor of the Ringed Knights. The armor of early men was forged in the Abyss, and betrays a smidgen of life.  For this reason the gods cast a seal of fire upon such armor, and those who possessed them."
63502000,Ringed Knight Gauntlets,"Malformed black gauntlets of the Ringed Knights. The armor of early men was forged in the Abyss, and betrays a smidgen of life.  For this reason the gods cast a seal of fire upon such armor, and those who possessed them."
63503000,Ringed Knight Leggings,"Malformed black leggings of the Ringed Knights. The armor of early men was forged in the Abyss, and betrays a smidgen of life.  For this reason the gods cast a seal of fire upon such armor, and those who possessed them."
64501000,Harald Legion Armor,"Armor worn by the Harald Legion, who sought the dark soul.  The armor sank into the dark with the legion, where their cavities bloated in grotesque displays,　never again to fit any ordinarily-shaped body."
64502000,Harald Legion Gauntlets,"Gauntlets worn by the Harald Legion, who sought the dark soul.  The gauntlets sank into the dark with the legion, the leather partly melted and the metal pieces showing signs of an unsightly bloating."
64503000,Harald Legion Leggings,"Leggings worn by the Harald Legion, who sought the dark soul.  The leggings sank into the dark with the legion, the leather partly melted and the metal pieces showing signs of an unsightly bloating."
67500000,Iron Dragonslayer Helm,"Stark melted iron helm of the ancient Dragonslayer Armour.  The Armour, defeated by the Champion of Ash in Lothric, was left ages to rust, until it slipped into an abyssal swamp, where it was possessed once again by the memory of the hunt."
67501000,Iron Dragonslayer Armor,"Stark melted iron body armor of the ancient Dragonslayer Armour.  The Armour, defeated by the Champion of Ash in Lothric, was left ages to rust, until it slipped into an abyssal swamp, where it was possessed once again by the memory of the hunt."
67502000,Iron Dragonslayer Gauntlets,"Stark melted iron gauntlets of the ancient Dragonslayer Armour.  The Armour, defeated by the Champion of Ash in Lothric, was left ages to rust, until it slipped into an abyssal swamp, where it was possessed once again by the memory of the hunt."
67503000,Iron Dragonslayer Leggings,"Stark melted iron leggings of the ancient Dragonslayer Armour.  The Armour, defeated by the Champion of Ash in Lothric, was left ages to rust, until it slipped into an abyssal swamp, where it was possessed once again by the memory of the hunt."
68500000,White Preacher Head,"An empty head of a white-faced locust that rose from an abyssal swamp.  The white-faced locusts were meant to beckon men to the dark with sermons, but most of them are unable to think past their own stomachs. Someone must rise to the occasion, and restore the path of righteousness.  Perhaps that someone is you? Did you not arise from the Abyss, and did you not resist drowning in the Age of Fire? Locusts and men are kindred spirits. Why not don this head, and join them in likeness?"
80500000,Ruin Helm,"Helm of the company of knights who were sent to the Ringed City on an old king's orders.  The knights sought the dark soul, but were so soundly crushed, they had little choice but to swear themselves to the Judicator Giant.  The ill-fated company was later immortalized in a dark fable, inspiring the aspect of certain golems in whom their name lived on."
80501000,Ruin Armor,"Armor of the company of knights who were sent to the Ringed City on an old king's orders.  The knights sought the dark soul, but were so soundly crushed, they had little choice but to swear themselves to the Judicator Giant.  The ill-fated company was later immortalized in a dark fable, inspiring the aspect of certain golems in whom their name lived on."
80502000,Ruin Gauntlets,"Gauntlets of the company of knights who were sent to the Ringed City on an old king's orders.  The knights sought the dark soul, but were so soundly crushed, they had little choice but to swear themselves to the Judicator Giant.  The ill-fated company was later immortalized in a dark fable, inspiring the aspect of certain golems in whom their name lived on."
80503000,Ruin Leggings,"Leggings of the company of knights who were sent to the Ringed City on an old king's orders.  The knights sought the dark soul, but were so soundly crushed, they had little choice but to swear themselves to the Judicator Giant.  The ill-fated company was later immortalized in a dark fable, inspiring the aspect of certain golems in whom their name lived on."
81500000,Desert Pyromancer Hood,"Hood of the desert pyromancers, who once walked the halls of the Earthen Peak. It is said that the thin burgundy cloth breathes with magic.  Desert pyromancers, most of them female, were known for their great fans of flame, and enchanting looks.  But what is enchanting can also be deadly, especially when clothed in such alluring garb."
81501000,Desert Pyromancer Garb,"Garb of the desert pyromancers, who once walked the halls of the Earthen Peak. It is said that the thin burgundy cloth breathes with magic.  Desert pyromancers, most of them female, were known for their great fans of flame, and enchanting looks.  But what is enchanting can also be deadly, especially when clothed in such alluring garb."
81502000,Desert Pyromancer Gloves,"Gloves of the desert pyromancers, who once walked the halls of the Earthen Peak. It is said that the thin burgundy cloth breathes with magic.  Desert pyromancers, most of them female, were known for their great fans of flame, and enchanting looks.  But what is enchanting can also be deadly, especially when clothed in such alluring garb."
81503000,Desert Pyromancer Skirt,"Skirt of the desert pyromancers, who once walked the halls of the Earthen Peak. It is said that the thin burgundy cloth breathes with magic.  Desert pyromancers, most of them female, were known for their great fans of flame, and enchanting looks.  But what is enchanting can also be deadly, especially when clothed in such alluring garb."
82500000,Black Witch Hat,"The purple hat of the witch Zullie, who intended to seduce Alva the Wayfarer, but eventually became his closest supporter, spending her entire life with him.  The pointed hat is a symbol of heretical magical crafts, and Zullie wore hers with an unspoken, but deep sense of pride."
82501000,Black Witch Garb,"The purple garb of the witch Zullie, who intended to seduce Alva the Wayfarer, but eventually became his closest supporter, spending her entire life with him.  It is said that Zullie the witch, who was never loved, nor loved another, experienced all manner of misfortune, and yet in the end, found her purpose in life."
82502000,Black Witch Wrappings,"The purple wrappings of the witch Zullie, who intended to seduce Alva the Wayfarer, but eventually became his closest supporter, spending her entire life with him.  It is said that Zullie the witch, who was never loved, nor loved another, experienced all manner of misfortune, and yet in the end, found her purpose in life."
82503000,Black Witch Trousers,"The purple trousers of the witch Zullie, who intended to seduce Alva the Wayfarer, but eventually became his closest supporter, spending her entire life with him.  It is said that Zullie the witch, who was never loved, nor loved another, experienced all manner of misfortune, and yet in the end, found her purpose in life."
83500000,Black Witch Veil,"The purple veil of the witch Zullie, who intended to seduce Alva the Wayfarer, but eventually became his closest supporter, spending her entire life with him.  Zullie's veil was for travel, and to hide her affiliation with the misunderstood craft of witches."
84500000,Blindfold Mask,"An eye-occluding mask of unknown origin. Small cracks allow the wearer to see.  Strengthens dark attacks, but also greatly increases damage sustained from dark.  This purple steel creation has a certain resemblance to the Fire Keeper's crown, but the similarity is purely cosmetic."
1010000,,"An egg implanted on the head by a type of parasite bearing eggs on its back.  The nightmare begins with a slight itch on the head, and soon the parasite will be siphoning the souls of slain enemies. Unless you find this amusing, quickly use Egg Vermifuge to purge it."
100,White Sign Soapstone,"Online play item. Create a co-op summon sign.  Be summoned to another world as a phantom through your sign, and defeat the area boss to gain the strength of flame.  The nature of Lothric is murky, unclear. The White Sign Soapstone allows Unkindled to assist one another."
101,Red Sign Soapstone,"Online play item. Create a hostile red invasion sign.  Be summoned to another world as a dark spirit, and defeat the Host of Embers to gain the strength of fire.  Not all dark spirits are unsporting, or they wouldn't make use of this soapstone."
102,Red Eye Orb,"Online play item. Invade other worlds at will.  Defeat the Host of Embers of the world you have invaded to gain the strength of fire.  The Red Eye Orb is rooted in a tiny land swallowed by darkness long ago. Some choose to put the orb to other uses. To embark on this path, enter the service of Rosaria in the Cathedral of the Deep."
103,Black Separation Crystal,"A charm of farewell granted to banished Undead. The crystal sends phantoms back to their homes, or you back to yours.  Beware of fickle use of this item if you intend to nurture relations."
108,Roster of Knights,"Online play item. A roster of knights of the Darkmoon who have served since the age of the old Royals.  Use to discover the names of Darkmoon Knights, an order of elite knights shrouded in shadows."
111,Cracked Red Eye Orb,"Online play item. Allows a single invasion of another world.  Defeat the Host of Embers of the world you have invaded to gain the strength of fire.  The Cracked Red Orb is far from perfect, it seems, as Ringfinger Leonhard knows all too well."
115,Black Eye Orb,"Arcane orb left on Rosaria's corpse.  Have faith her soul can be retrieved, by invading the world of her killer, and returning victorious.  The Black Eye is proof of vengeance, but often appears serene as it casts its gaze toward Irithyll."
117,Darksign,"The Darksign is the sign of an accursed Undead.  The Darksign returns its bearer to the last bonfire rested at, or the bonfire at Firelink Shrine, but at the cost of all souls held.  Carriers of the Darksign are reborn after death, and eventually lose their minds, turning Hollow. And so it is they are driven from their homelands."
119,Way of White Circlet,"Online play item. Restore the connection to other worlds.  Those who engage in unjust deeds when in contact with other worlds will lose their connection to them.  Way of White Circlets assume such sin as their own, but are found few and far between. Acting without honor will never be without risk."
150,Estus Flask,"The Undead treasure these dull green flasks.  Fill with Estus at bonfires, and drink to restore HP.  The journey of an Undead has always traced the bonfires, and no journey of import has been made without an Estus Flask."
190,Ashen Estus Flask,"Undead treasure these dull ashen flasks.  Fill with Estus at bonfires, and drink to restore FP.  Quite befitting of an Unkindled, an Ashen Estus Flask turns a bonfire's heat cold."
240,Divine Blessing,"Holy water blessed by the Queen of Lothric.  Fully restores HP and cures ailments.  The Queen of Lothric, married to the former King Oceiros, was initially revered as a goddess of fertility and bounty. After giving birth to Ocelotte, her youngest, she quietly disappeared."
241,Hidden Blessing,"Holy water blessed by the Queen of Lothric.  Fully restores FP.  There is a grave in Lothric that sees no visitors, a dark place where rootless warriors rest. The Queen of Lothric alone cared to wish the poor souls good fortune."
242,Silver Pendant,"Silver pendant engraved with the crest of Artorias.  One of the ancient treasures of Anor Londo. Presented to Artorias for facing the Abyss.  Effectively deflects the Dark of the Abyss, especially in its magic forms."
260,Green Blossom,"Green weed, shaped like a flower. Temporary boost to stamina recovery speed.  The Undead Legion of Farron are remembered for using this annual plant, normally found near clear water, to swing their mighty swords with abandon."
261,Budding Green Blossom,"Green flower-shaped weed with small white blooms.  Large temporary boost to stamina recovery speed.  Flowers of the Green Blossom are ethereal, blossoming only on the surface of chilled, but not frozen, water."
262,Budding Green Blossom,"Green flower-shaped weed with small white blooms.  Large temporary boost to stamina recovery speed.  The brief attached messages suggests that it was a gift:  ""Good-bye, dear Grandmother. I will visit Grandfather, in the Pit of Hollows."""
270,Bloodred Moss Clump,"Red moss clump used as maggot repellent.  Reduces bleeding build-up.  Bleeding builds up when attacked by sharp blades or spikes, and once triggered causes severe damage. Use this moss clump before it reaches that point."
271,Purple Moss Clump,"Medicinal purple moss clump. Reduces poison build-up. Cures poison.  Poison builds up in the body, and when it breaks out, it causes gradual damage over a period of time.  Poison can be exasperating, so be sure to carry sufficient moss clumps when traveling to a blighted area."
272,Blooming Purple Moss Clump,"Potently medicinal moss clump with a flower. Reduces poison and toxin. Cures ailments.  A toxin is a more vicious form of poison which quickly leads to death.  Moss clumps without blooms are useless against toxin, and those who neglect to carry this flowered variety are simply courting an early demise."
274,Purging Stone,"Ash-colored stone encasing a skull.  Reduces undead curse build-up and cures hollowing.  Inhabitants of Londor, the land of Hollows, use this secret treasure to feign normalcy.  Occasionally, a Hollow fools even himself, and turns on his own kind."
276,Rime-blue Moss Clump,"Moss clump radiating gentle heat and light. Reduces frost build-up. Cures frostbite status.  Frost accumulates in the body causing frostbite, which saps one's health, lowers absorption, and slows stamina recovery.  Weapons imbued with frost are a rare thing indeed, most of them originating in the Boreal Valley."
277,Monastery Charm,"A blessed charm. Cures poison and restores HP.  Many such charms were blessed in reconstructed ancient ceremonies, carried out in the monastery of Lindelt, now known as the new home of miracles.  Though it may lack the power of an original, in circumstances dire enough, an imitation can be quite enough."
280,Repair Powder,"Lightly enchanted golden powder.  Repairs equipped weapons and armor, as long as they haven't already broken.  Use of a weapon depletes its durability, eventually causing it to break.  As long as a weapon is not broken, its durability can be restored at a bonfire, but for distant journeys, one may wish to prepare ahead."
290,Kukri,"Small throwing machete. Throw at enemies to cause bleeding damage.  A unique weapon originally used by swordsmen of Carthus, but now popular among bandits and thieves."
292,Firebomb,"Bisque urn filled with black powder. Explodes, inflicting fire damage.  Fire damage, which differs from physical damage, is highly effective against creatures of flesh, beasts, and other foes that might naturally have cause to fear the flame."
293,Dung Pie,"Dried fecal waste material, moist on the inside.  Throw at enemy to inflict toxin build-up, but also ups your own toxicity.  Though the stench makes it difficult to carry on one's person, inflicting toxins on an enemy yields high damage over time. Perhaps some Undead have fond memories of waste. Or, perhaps not."
294,Alluring Skull,"A skull resplendent in the scent of souls. Prepared by evangelists of the Cathedral of the Deep.  Throw to shatter, spreading souls which attract enemies. Not effective for all foes."
296,Undead Hunter Charm,"Tool used to hunt down the Undead. Blocks Estus recovery within a limited area.  Used long ago by Lloyd's cleric knights on their Undead hunts. Although Allfather Lloyd is long forgotten by the Way of White, his hunts have lived on, and this charm allows one to challenge Undead without fear of tenacious healing."
297,Black Firebomb,"More powerful bisque urn filled with special black powder. Explodes, inflicting great fire damage.  Fire damage, which differs from physical damage, is highly effective against creatures of flesh, beasts, and other foes that might naturally have cause to fear the flame."
299,Rope Firebomb,"Bisque urn attached to a string and filled with black powder. Thrown behind and explodes, inflicting fire damage.  No different to a firebomb, save for the direction in which it is thrown. Enables a different fighting style, and flexibility in adjusting to one's circumstances."
300,Lightning Urn,"Dragon-hunting tool used by Lothric knights. Explodes upon contact, inflicting lightning damage.  The knights of Lothric have since tamed dragons, but were once hunters of dragons themselves.  This explains their special hunting gear, and why they worshipped the sun."
301,Holy Water Urn,"An urn filled with crystal-clear water. Originally intended as a soothing potion, this water scalds the skin of Undead and Hollows.  In the old capital of Mirrah, an ancient, well-protected spring produces holy water, but the water has been difficult to acquire ever since Mirrah became embroiled in war."
302,Rope Black Firebomb,"Black bisque urn attached to a string and filled with black powder. Thrown behind and explodes, inflicting fire damage.  No different to a black firebomb, save for the direction in which it is thrown. Enables a different fighting style, and flexibility in adjusting to one's circumstances."
303,Stalk Dung Pie,"Dried fecal waste material, marked by a long plant stalk that was not properly digested.  Throw behind at enemies to inflict toxin build-up, but also ups your own toxicity.  Strictly speaking, this consists of different material than the dung pie, but waste is waste, no sense in splitting hairs."
304,Duel Charm,"Tool used in duels of judgment. Nulls effects of special area effects for a short time.  Allfather Lloyd's knights lived in fear of his duels of judgment, in which verdicts were carried out by his Sword of Law."
310,Throwing Knife,"Small throwing knife. Throw at enemies to inflict damage.  Most items choose their wielder, and only experience can improve their effectiveness. True strength can be gained in no other way."
311,Poison Throwing Knife,"A throwing knife dipped in poison. Throw at enemies to inflict poison damage.  Used by assassins of Londor, land of Hollows. The poison is jokingly known as Hollow's blood."
330,Charcoal Pine Resin,"Black charcoal-like pine resin. Temporarily applies fire to right-hand weapon.  Used in the Undead Settlement to preserve Undead bodies after dissection, and to bury them."
331,Gold Pine Resin,"Rare pine resin which emits golden sparks. Chunks of it are even rarer.  Temporarily applies lightning to right-hand weapon.  Its origins are unknown, although some have speculated that it may in fact be a type of fungal resin."
334,Human Pine Resin,"Charcoal pine resin rotted with human body fluids.  Temporarily applies dark to right-hand weapon.  Normally used in the Undead Settlement for preservation and burials, but can mature into this state, becoming a valuable substance, used in a certain ceremony. Often seen for trade at exorbitant prices."
335,Carthus Rouge,"Highly viscous scarlet plant secretions.  Temporarily applies bleeding effect to right-hand weapon.  Associated with the warriors of Carthus, whose blades take on the scarlet hues of both this sanguine substance and the spatters of their victims' blood."
336,Pale Pine Resin,Pale pine resin that faintly glimmers.  Temporarily applies magic to right-hand weapon.  The blood red substance sometimes found within suggests there is more to this so-called resin than meets the eye.
340,Charcoal Pine Bundle,"A small bundle of charcoal pine resin.  Quickly applies fire to right-hand weapon.  Does not last for long, but can be used in inventive ways, such as applying it in the middle of a series of blows."
341,Gold Pine Bundle,"Rare pine resin which emits golden sparks. Collected in a small bundle.  Quickly applies lightning to right-hand weapon.  Does not last for long, but can be used in inventive ways, such as applying it in the middle of a series of blows."
343,Rotten Pine Resin,"Pine resin that has rotted and turned poisonous. Likely rotten from the start.  Temporarily applies poison to right-hand weapon.  Farron Keep was swallowed by the rotted wood, where the blunt-horned Ghrus concoct this resin."
350,Homeward Bone,"Bone fragment reduced to white ash. Return to last bonfire used for resting, or to the shrine bonfire.  Bonfires are sustained by bones of the Undead. In rare cases, their previous owner's strong urge to seek bonfires enchants their bones with a homeward instinct."
351,Coiled Sword Fragment,"Fragment of the coiled sword of a bonfire which served its purpose long ago.  Returns caster to last bonfire used for resting, or to the bonfire in Firelink Shrine. Can be used repeatedly.  Bonfires are linked to one another irreversibly, retaining their affinity long after their purpose is exhausted."
366,Wolf's Blood Swordgrass,"A leaf signifying a duty fulfilled by the Watchdogs of Farron, who stand beside the old wolf to ensure the serenity of those at rest. Depicts a swordgrass leaf stained with dried blood.  Long ago, the swordgrass leaf quietly identified members of the Undead Legion. In the rotted forest rest the spirits of warriors past, their acceptance of and gratitude toward their guardians is expressed eloquently by the humble leaf."
367,Human Dregs,"Proof of a duty fulfilled by the Aldrich Faithful, who patiently await the Devourer of Gods' return.  Dregs are the heaviest things within the human body, and will sink to the lowest depths imaginable, where they become the shackles that bind this world."
368,Forked Pale Tongue,"Proof that a red eye orb invader successfully fended off a blue spirit.  Those who hunt dark spirits take the names of gods in ancient accord with the Way of Blue, a deception exemplified by their forked tongues.  Use to acquire two Pale Tongues."
369,Proof of a Concord Well Kept,"Distinguished proof that one has hunted the enemies of the gods, as per the ancient accord with the Way of Blue.  The layered ear of a dark spirit is the mark of a particularly guilty offender, one who has flagrantly violated one god or another.  Use to acquire two Proofs of a Concord Kept."
370,Prism Stone,"Warm pebble emitting a beautiful phasing aura of seven colors, with a very rare eighth.  The prism stone does nothing special, but can serve as a path marker, or perhaps dropped off a cliff to judge height by the sound of its descent. If a loud noise is heard upon its landing, then a fall from the ledge is surely lethal."
371,Binoculars,"Binoculars made of brass. Use to peer at distant scenery.  Their utility is singular, but applications many. The value of these specs depends greatly on the imagination of their owner."
372,Proof of a Concord Kept,"Blood-drained, shrunken ear. Souvenir taken for subduing the guilty.  The knights called the Blades of the Darkmoon punish the guilt-soaked offenders of the Gods and take this as proof of their conquest. The earless corpses of the guilty will be left behind as a warning to others, inspiring both fear and respect for the Gods. Such is the eternal mandate of the Dark Sun."
373,Pale Tongue,"Proof of a red orb invader's victory over a Host of Embers.  Claiming tongues as trophies was originally the practice of an infamous troupe of invaders, who offered them to their speechless goddess."
374,Vertebra Shackle,"A special bone collected by members of the covenant of Mound-makers, discovered in the corpses of their victims.  Only one such bone is found in the vertebrae, and the Mound-makers believe it to be a shackle of the gods. In their minds, each victim is another connection, an addition to the family."
375,Sunlight Medal,"A medal received by members of the Warrior of Sunlight covenant for victory over the final foe when summoned. The summoner also gains the same medal.  The medal, engraved with the holy symbol of the sun, is slightly warm, and reminds one of the great honor of a shared victory."
376,Pendant,"This faintly warm medal, engraved with the symbol of the Sun, is the ultimate honor, awarded to shoe who summon the Warrior of Sunlight and complete a goal.  The symbol represents Lord Gwyn's firstborn, who lost his deity status and was expunged from the annals. But the old God of War still watches closely over his warriors."
377,Dragon Head Stone,"Stone imbued with the power of the everlasting dragons, used in a secret rite by dragon worshippers.  Gain the head of a dragon and emit dragon breath, a transformation that is irreversible until death.  Those who choose the path of the dragon strive for perfect imitation, and the dragon head rite is the first step in this grand process."
378,Dragon Torso Stone,"Stone imbued with the power of the everlasting dragons, used in a secret rite by dragon worshippers.  Gain the torso of a dragon and a dragon's roar, a transformation that is irreversible until death.  From ancient times, the path of dragon worship was walked by warriors. It is said they envision Archdragon Peak in the depths of their meditation, and at times, they even hear the distant sound of the great bell at the peak."
380,Rubbish,Rubbish with no value.  Who in their right mind would bother carrying this around? Perhaps you need help.
385,Dried Finger,"Online play item. Dried finger with multiple knuckles.  Use to strengthen connection to other worlds, allowing the summoning of a third phantom, but also a second dark spirit.  Also makes the summoning of a dark spirit occur earlier. Use with caution."
387,Twinkling Dragon Head Stone,"Stone imbued with the power of the everlasting dragons, the second of its kind, offered to a towering dragon.  Gain the head of a dragon and emit breath alongside an archdragon mirage. The transformation is irreversible until death.  The illusion achieved was the first case of a human imitating the form of an ancient dragon, and it revealed the smallness of human existence. The road to the old dragons is long and arduous, and only one can complete the journey."
388,Twinkling Dragon Torso Stone,"Stone imbued with the power of the everlasting dragons, offered to a towering dragon. This stone shows signs of a nascent light.  Gain the torso of a dragon and roar alongside an archdragon mirage. The transformation is irreversible until death.  Yet true imitation will require a dragon head, as well."
390,Fire Keeper Soul,"Soul of a Fire Keeper who is said to have returned from the Abyss.  This Fire Keeper preserves the bonfire, and serves its champion. She is said to have soothed and accepted the dark sigil, which has tainted her soul.  And yet, her soul will one day embed itself in the bosom of another Fire Keeper."
400,Fading Soul,"The fading soul of a corpse.  Use to gain a smattering of souls.  Let the Fire Keeper transform this sovereignless soul into a source of strength, for to be Unkindled is to be a vessel for souls."
401,Soul of a Deserted Corpse,"Soul found in a deserted corpse.  Use to acquire souls.  Let the Fire Keeper transform this sovereignless soul into a source of strength, for to be Unkindled is to be a vessel for souls."
402,Large Soul of a Deserted Corpse,"Large soul found in a deserted corpse.  Use to acquire souls.  Let the Fire Keeper transform this sovereignless soul into a source of strength, for to be Unkindled is to be a vessel for souls."
403,Soul of an Unknown Traveler,"Soul found in the corpse of an unknown traveler.  Use to acquire souls.  Let the Fire Keeper transform this sovereignless soul into a source of strength, for to be Unkindled is to be a vessel for souls."
404,Large Soul of an Unknown Traveler,"A large soul found in the corpse of an unknown traveler.  Use to acquire souls.  Let the Fire Keeper transform this sovereignless soul into a source of strength, for to be Unkindled is to be a vessel for souls."
405,Soul of a Nameless Soldier,"Soul found in the corpse of a nameless soldier.  Use to acquire souls.  Let the Fire Keeper transform this sovereignless soul into a source of strength, for to be Unkindled is to be a vessel for souls."
406,Large Soul of a Nameless Soldier,"Large soul found in the corpse of a nameless soldier.  Use to acquire souls.  Let the Fire Keeper transform this sovereignless soul into a source of strength, for to be Unkindled is to be a vessel for souls."
407,Soul of a Weary Warrior,"Soul found in the corpse of a battle-weary warrior.  Use to acquire a large amount of souls.  Let the Fire Keeper transform this sovereignless soul into a source of strength, for to be Unkindled is to be a vessel for souls."
408,Large Soul of a Weary Warrior,"Large soul found in the corpse of a battle-weary warrior.  Use to acquire a large amount of souls.  Let the Fire Keeper transform this sovereignless soul into a source of strength, for to be Unkindled is to be a vessel for souls."
409,Soul of a Crestfallen Knight,"Soul found in the corpse of a crestfallen knight.  Use to acquire a large amount of souls.  Let the Fire Keeper transform this sovereignless soul into a source of strength, for to be Unkindled is to be a vessel for souls."
410,Large Soul of a Crestfallen Knight,"Large soul found in the corpse of a crestfallen knight.  Use to acquire a large amount of souls.  Let the Fire Keeper transform this sovereignless soul into a source of strength, for to be Unkindled is to be a vessel for souls."
411,Soul of a Proud Paladin,"Soul found in the corpse of a proud paladin.  Use to acquire many souls.  Let the Fire Keeper transform this sovereignless soul into a source of strength, for to be Unkindled is to be a vessel for souls."
412,Large Soul of a Proud Paladin,"Large soul found in the corpse of a proud paladin.  Use to acquire many souls.  Let the Fire Keeper transform this sovereignless soul into a source of strength, for to be Unkindled is to be a vessel for souls."
413,Soul of an Intrepid Hero,"Soul found in the corpse of an intrepid hero.  Use to acquire a great helping of souls.  Let the Fire Keeper transform this sovereignless soul into a source of strength, for to be Unkindled is to be a vessel for souls."
414,Large Soul of an Intrepid Hero,"Large soul found in the corpse of an intrepid hero.  Use to acquire a great helping of souls.  Let the Fire Keeper transform this sovereignless soul into a source of strength, for to be Unkindled is to be a vessel for souls."
415,Soul of a Seasoned Warrior,"Soul found in the corpse of a seasoned warrior.  Use to acquire a great helping of souls.  Let the Fire Keeper transform this sovereignless soul into a source of strength, for to be Unkindled is to be a vessel for souls."
416,Large Soul of a Seasoned Warrior,"Large soul found in the corpse of a seasoned warrior.  Use to acquire a great helping of souls.  Let the Fire Keeper transform this sovereignless soul into a source of strength, for to be Unkindled is to be a vessel for souls."
417,Soul of an Old Hand,"Soul found in the corpse of an old hand at war.  Use to acquire innumerable souls.  Let the Fire Keeper transform this sovereignless soul into a source of strength, for to be Unkindled is to be a vessel for souls."
418,Soul of a Venerable Old Hand,"Large soul found in the corpse of an old hand at war.  Use to acquire innumerable souls.  Let the Fire Keeper transform this sovereignless soul into a source of strength, for to be Unkindled is to be a vessel for souls."
419,Soul of a Champion,"Soul found in the corpse of a champion of legend.  Use to acquire enough souls to sate a lord.  Let the Fire Keeper transform this sovereignless soul into a source of strength, for to be Unkindled is to be a vessel for souls."
420,Soul of a Great Champion,"Large soul found in the corpse of a champion of legend.  Use to acquire enough souls to sate a lord.  Let the Fire Keeper transform this sovereignless soul into a source of strength, for to be Unkindled is to be a vessel for souls."
440,Seed of a Giant Tree,"Makes enemies react to invaders.  The giant trees were also known as watcher trees, and their seeds unmask invaders.  When used effectively, these seeds will help counter dark spirits."
441,Spirit Amethyst,"Online play item. Purple crystal inhabited by spirits.  Spirits soar to seek enemies from other worlds, conforming to the target's color.  Can be used three times, then regenerated with rest at a bonfire. What stuff is it that in the purple crystal resides? Perhaps cinders of Undead, sacrificed to the bonfire. Or perhaps the vengeful spirits of those who fell to foes from distant worlds."
450,Oozing Charm Berry,"A blue berry emitting a faint magic. Temporarily boosts magic/fire defence.  When the magic contained in the berry permeates the body, it protects the user from magic and fire."
451,Oozing Flash Berry,"A yellow berry emitting a faint magic. Temporarily boosts dark/lightning defence.  When the magic contained in the berry permeates the body, it protects the user from dark and lightning."
452,Mossfruit,"A small clump of mossfruit.  Temporarily boosts bleed, poison, frost, and curse resistance.  All mossfruit is the same regardless of its color, and has the effects of moss of all colors."
453,Brightbug,"A tiny bug that produces light. Brightbugs are said to comfort the dead, and are found in the marshlands leading to the Undead Crypt.  By ingesting a brightbug just before death, the moment at which they glow most brightly, one attains great power for a short time. Often utilized as a last-resort for adventurers who have lost their way.  Has no effect in other worlds or for phantoms."
454,Young White Branch,"A young white branch.  Use to transform into something which blends into the surroundings.  Little Dusk's first sorcerer's staff eventually became a seedling, and then three white birch saplings. The young branch is said to still contain echoes of little Dusk's capriciousness."
455,Rusted Coin,"An old rusted copper coin.  Crushing the coin boosts item discovery.  Those who have lost their fortunes rely upon this superstitious practice, hoping to retrieve what was once theirs, and more."
456,Siegbräu,Special brew of Siegward of Catarina. Perfect for travel in its jolly barrel mug.  Restores HP and temporarily boosts frost resistance.  Leave it to Siegward to discover a drink that even an Undead can enjoy. Perhaps his long years spent Undead have left him wanting to drain a cup or two and revel as if he were still among the living.
457,Rusted Gold Coin,"A rusty old gold coin that surely has no currency.  Crushing the coin gives a large, if temporary, boost to item discovery.  A rich man lost his fortune, but it returned to him twofold. He was swift to squander his retrieved fortune, smugly confident that it was bound to double once again."
458,Blue Bug Pellet,"Medicinal pellet made from crushed insects. The blue type temporarily boosts magic damage absorption.  The Boreal Valley is infested with moon bugs, meaning ingredients are never far from hand for the Irithyllian slaves who concoct this medicine."
459,Red Bug Pellet,"Medicinal pellet made from crushed insects. The red type temporarily boosts fire damage absorption.  Prepared in the Cathedral of the Deep by evangelists, who dole them out to followers to ease their suffering when they burn."
460,Yellow Bug Pellet,"Medicinal pellet made from crushed insects. The yellow type temporarily boosts lightning damage absorption.  The grave wardens of Carthus used these to repel a great sand worm.  The worm tumbled into the catacombs, and proceeded to dominate its new home in the Smoldering Lake."
461,Black Bug Pellet,"Medicinal pellet made from crushed insects. The black type temporarily boosts Dark damage absorption.  At all times, the Abyss Watchers of the Undead Legion keep a supply of these concoctions, prepared by the acolytes. Rumor has it their Ghru descendants still make these concoctions."
462,Young White Branch,"Branch of a white birch received from a giant, apparently as a token of friendship.  Become something that blends in to the surroundings. Consumed with use.  ""Good friend, no hit."""
463,Young White Branch,"Branch of a white birch received from somebody. Apparently, this was once a token of friendship.  Use to become something that blends into the surroundings, though the branch will unfortunately be consumed.  Perhaps treasuring the memory is more important."
490,Dark Sigil,"A black, gaping hole in the flesh that resembles the brand of an Undead.  The darkness of humanity seeps from this bottomless pitch-black hole, the gap filled by the accumulation of the curse.  This Dark Sigil will never heal, but there is a tale told of a Fire Keeper who returned from the Abyss, and brought great comfort to a bearer of the curse."
